batch,op_id,status,ttc_s,difficulty
0,op-e5b7e0417cde,CONFIRMED,12.515,00000
1,op-603d512ec3bb,CONFIRMED,12.513,00000
2,op-90c57c41ebac,CONFIRMED,12.512,00000
3,op-1b94e215ffc8,CONFIRMED,12.521,00000
4,op-6be9cb54bbbe,CONFIRMED,12.531,00000
5,op-0e34762660ca,CONFIRMED,12.517,00000
6,op-867f1cd56e01,CONFIRMED,12.528,00000
7,op-f2a6ecf9e6ee,CONFIRMED,12.528,00000
8,op-68070f1de259,CONFIRMED,12.527,00000
9,op-efda627e86bd,CONFIRMED,12.527,00000
