batch,op_id,status,ttc_s,difficulty
0,op-f535b0b767ac,CONFIRMED,4.227,00000
1,op-6ea39d030bf4,CONFIRMED,4.228,00000
2,op-9fffb02b67a7,CONFIRMED,4.218,00000
3,op-11147792baad,CONFIRMED,4.215,00000
4,op-6ae3a14bbede,CONFIRMED,4.233,00000
5,op-0e0143b4591e,CONFIRMED,4.219,00000
6,op-d00180fe8528,CONFIRMED,4.21,00000
7,op-644e3ccfa0af,CONFIRMED,4.22,00000
8,op-8e3df246b467,CONFIRMED,4.228,00000
9,op-18415f8e5267,CONFIRMED,4.23,00000
