batch,op_id,status,ttc_s,difficulty
56,op-94c3b6cebce4,CONFIRMED,3.195,00
57,op-83bbaecd62f1,CONFIRMED,3.205,00
58,op-3e9cd066508e,CONFIRMED,3.191,00
59,op-7e8384d7a532,CONFIRMED,3.181,00
60,op-1cb3d94e8a49,CONFIRMED,3.171,00
61,op-357e96f8fcd7,CONFIRMED,3.161,00
62,op-92e295a35173,CONFIRMED,3.173,00
63,op-636644e3f34c,CONFIRMED,3.169,00
64,op-a7d209cc88a2,CONFIRMED,3.168,00
65,op-cc957790f407,CONFIRMED,3.171,00
66,op-25dcbc1552ba,CONFIRMED,3.16,00
67,op-b84d274785ce,CONFIRMED,3.156,00
68,op-58cad0fa4870,CONFIRMED,3.14,00
69,op-bef210a264f4,CONFIRMED,3.141,00
70,op-518c2d5e51cb,CONFIRMED,3.141,00
71,op-461323e07ab9,CONFIRMED,3.14,00
72,op-fd3574941317,CONFIRMED,3.15,00
73,op-6b06c564857f,CONFIRMED,3.154,00
74,op-25466d41d283,CONFIRMED,3.14,00
75,op-18eb2084ab4f,CONFIRMED,3.137,00
76,op-08f2a4c04bd2,CONFIRMED,3.14,00
77,op-563a2dbbb3b8,CONFIRMED,3.14,00
78,op-b841e73d0786,CONFIRMED,3.16,00
79,op-e2afa9e83314,CONFIRMED,3.155,00
80,op-0e0af7ac22f4,CONFIRMED,3.156,00
81,op-40bad999a8c3,CONFIRMED,3.148,00
82,op-4923914d65be,CONFIRMED,3.118,00
83,op-05094e4141a2,CONFIRMED,3.097,00
84,op-4a4f84e2cbd6,CONFIRMED,3.097,00
85,op-abb89bc04c9a,CONFIRMED,3.098,00
86,op-2076dd9deca0,CONFIRMED,3.085,00
87,op-7fcf1a10ee09,CONFIRMED,3.075,00
88,op-309fed6e4da1,CONFIRMED,3.078,00
89,op-5c800cdf87cc,CONFIRMED,3.055,00
90,op-8712cb43fe65,CONFIRMED,3.045,00
91,op-378f7784067a,CONFIRMED,3.048,00
92,op-ca1741f3690f,CONFIRMED,3.048,00
93,op-e9bf5740e52c,CONFIRMED,3.048,00
94,op-bc77b6dd41c0,CONFIRMED,3.048,00
95,op-6aead83d20d2,CONFIRMED,3.045,00
96,op-c845f983f90a,CONFIRMED,3.057,00
97,op-cd16751a7998,CONFIRMED,3.041,00
98,op-d89171126abf,CONFIRMED,3.048,00
99,op-2a87fad0f841,CONFIRMED,3.038,00
100,op-c9f9f1c95635,CONFIRMED,3.403,00
101,op-8ea511e6aab5,CONFIRMED,3.383,00
102,op-8c29ff52447f,CONFIRMED,3.371,00
103,op-d8e9b7a718f6,CONFIRMED,3.37,00
104,op-c96e496b7962,CONFIRMED,3.366,00
105,op-e13ac2f595cd,CONFIRMED,3.365,00
106,op-ded0d7641758,CONFIRMED,3.347,00
107,op-ce1a4bb97ff0,CONFIRMED,3.339,00
108,op-e061f2918e8f,CONFIRMED,3.338,00
109,op-2c9b896960b4,CONFIRMED,3.357,00
110,op-01cb1c063840,CONFIRMED,3.353,00
111,op-79e5f99346ec,CONFIRMED,3.351,00
112,op-0a127d7c1f71,CONFIRMED,3.35,00
113,op-13ef8d7d1c15,CONFIRMED,3.333,00
114,op-9350739031a7,CONFIRMED,3.328,00
115,op-136522d0fb02,CONFIRMED,3.328,00
116,op-1747a264e2f2,CONFIRMED,3.345,00
117,op-b690196c6e01,CONFIRMED,3.325,00
118,op-efcf19991142,CONFIRMED,3.318,00
119,op-2780916901cb,CONFIRMED,3.318,00
120,op-eedce9986738,CONFIRMED,3.331,00
121,op-a35c058b3003,CONFIRMED,3.33,00
122,op-4fa8b990ee19,CONFIRMED,3.346,00
123,op-50de23b2191b,CONFIRMED,3.345,00
124,op-c904e94c4c84,CONFIRMED,3.343,00
125,op-14dc74a211b5,CONFIRMED,3.342,00
126,op-eec99dc785dd,CONFIRMED,3.325,00
127,op-158f30cff134,CONFIRMED,3.303,00
128,op-473e3a771b55,CONFIRMED,3.294,00
129,op-25711889e82a,CONFIRMED,3.285,00
130,op-11d9d1f41503,CONFIRMED,3.286,00
131,op-ac7395f3b86d,CONFIRMED,3.283,00
132,op-4ee55bd983bf,CONFIRMED,3.283,00
133,op-5b7621daacda,CONFIRMED,3.293,00
134,op-f528e403642c,CONFIRMED,3.282,00
135,op-3030bb4c9d76,CONFIRMED,3.289,00
136,op-c48e61d43be5,CONFIRMED,3.299,00
137,op-9bb1bef35032,CONFIRMED,3.29,00
138,op-83069a28e2c2,CONFIRMED,3.338,00
139,op-a39f653e2e48,CONFIRMED,3.339,00
140,op-7bb8ca9f116a,CONFIRMED,3.361,00
141,op-660cc8ebc467,CONFIRMED,3.362,00
142,op-90b4ed2514a9,CONFIRMED,3.363,00
143,op-68f5c8ab4527,CONFIRMED,3.362,00
144,op-67dd821753c8,CONFIRMED,3.363,00
145,op-ccc4fe4ae4d5,CONFIRMED,3.363,00
146,op-d6aea1eed4e6,CONFIRMED,3.376,00
147,op-c9f996ce1245,CONFIRMED,3.362,00
148,op-52b4c632e7f4,CONFIRMED,3.361,00
149,op-c47ffc4b2a6b,CONFIRMED,3.383,00
150,op-aaa8386dc775,CONFIRMED,3.368,00
151,op-6c7718365713,CONFIRMED,3.393,00
152,op-31ee5bc53998,CONFIRMED,3.414,00
153,op-6ac63ba6837d,CONFIRMED,3.415,00
154,op-53e4eb4f225c,CONFIRMED,3.416,00
155,op-54213eda59b8,CONFIRMED,3.416,00
156,op-175ccbd6338f,CONFIRMED,3.438,00
157,op-0a7d7207672d,CONFIRMED,3.436,00
158,op-33d4fae4fdce,CONFIRMED,3.417,00
159,op-f322759ebb1c,CONFIRMED,3.433,00
160,op-b5ec68561d0d,CONFIRMED,3.442,00
161,op-28eaafd2b638,CONFIRMED,3.441,00
162,op-02eba7767b29,CONFIRMED,3.439,00
163,op-571bf5da1b29,CONFIRMED,3.42,00
164,op-48cb09e9b7d4,CONFIRMED,3.418,00
165,op-27e9e9cce817,CONFIRMED,3.416,00
166,op-1b564ba7335d,CONFIRMED,3.428,00
167,op-07e0bf42613f,CONFIRMED,3.439,00
168,op-b1394e3bf5d1,CONFIRMED,3.414,00
169,op-9964c7c498a5,CONFIRMED,3.424,00
170,op-d3a1b27a0730,CONFIRMED,3.423,00
171,op-8156cfe7155b,CONFIRMED,3.403,00
172,op-dd520629d095,CONFIRMED,3.402,00
173,op-a611e7ea1fce,CONFIRMED,3.392,00
174,op-1b80c6fbf2b8,CONFIRMED,3.383,00
175,op-4f2afd2c740c,CONFIRMED,3.394,00
176,op-7d2ed1aff2dc,CONFIRMED,3.383,00
177,op-53f50be708f4,CONFIRMED,3.371,00
178,op-8cf8416b4f23,CONFIRMED,3.388,00
179,op-e489700e26a5,CONFIRMED,3.398,00
180,op-4dcb80795135,CONFIRMED,3.395,00
181,op-a2956c5bf979,CONFIRMED,3.394,00
182,op-1e0c3d8e88c7,CONFIRMED,3.409,00
183,op-1015801fbbbd,CONFIRMED,3.402,00
184,op-707001f6a235,CONFIRMED,3.401,00
185,op-3066f760db27,CONFIRMED,3.394,00
186,op-0ec75690a3a0,CONFIRMED,3.374,00
187,op-bb571918f147,CONFIRMED,3.373,00
188,op-f32fd6cac8e3,CONFIRMED,3.371,00
189,op-319cd8a7daa5,CONFIRMED,3.38,00
190,op-a905d7b95d4c,CONFIRMED,3.39,00
191,op-9df31baf7ffe,CONFIRMED,3.377,00
192,op-10c7c3944675,CONFIRMED,3.375,00
193,op-f18bef47cd4b,CONFIRMED,3.357,00
194,op-3df233562ceb,CONFIRMED,3.355,00
195,op-0e5d9293ecec,CONFIRMED,3.336,00
196,op-47b85c3e50ce,CONFIRMED,3.348,00
197,op-fbe4fa7845cc,CONFIRMED,3.347,00
198,op-1f5cf8ccb8c2,CONFIRMED,3.345,00
199,op-e94664e2aa73,CONFIRMED,3.346,00
200,op-e0a6d9e70d7b,CONFIRMED,3.431,00
201,op-ec5444b42147,CONFIRMED,3.431,00
202,op-8c9fe53e9bdf,CONFIRMED,3.411,00
203,op-0f1a8aa7197e,CONFIRMED,3.401,00
204,op-1478f10128d4,CONFIRMED,3.404,00
205,op-2365abdb684e,CONFIRMED,3.408,00
206,op-1d729080c967,CONFIRMED,3.387,00
207,op-0dd82bd61439,CONFIRMED,3.398,00
208,op-5b46b64356ed,CONFIRMED,3.408,00
209,op-6be9673739cd,CONFIRMED,3.417,00
210,op-0e215cbffbd2,CONFIRMED,3.404,00
211,op-6f957d895cba,CONFIRMED,3.404,00
212,op-ef2eea2e1a24,CONFIRMED,3.395,00
213,op-76b24c6384d4,CONFIRMED,3.395,00
214,op-ba42630886e9,CONFIRMED,3.395,00
215,op-16968d859be1,CONFIRMED,3.394,00
216,op-47bf7cbf2fe8,CONFIRMED,3.396,00
217,op-3ba12ea5b8cf,CONFIRMED,3.397,00
218,op-cb5cc3e77e09,CONFIRMED,3.384,00
219,op-515fd1a0abb8,CONFIRMED,3.373,00
220,op-c56715e25d38,CONFIRMED,3.374,00
221,op-4e569cd7e662,CONFIRMED,3.374,00
222,op-767b9292f963,CONFIRMED,3.371,00
223,op-a18a8ae0ca42,CONFIRMED,3.371,00
224,op-cf15321ba9c1,CONFIRMED,3.372,00
225,op-77162527cc52,CONFIRMED,3.386,00
226,op-f12b30e06f9d,CONFIRMED,3.387,00
227,op-d62fce05862f,CONFIRMED,3.396,00
228,op-c4ee78d9444c,CONFIRMED,3.406,00
229,op-4946e381f233,CONFIRMED,3.415,00
230,op-f1f3b93eb79a,CONFIRMED,3.425,00
231,op-844250ed1c4d,CONFIRMED,3.424,00
232,op-68ab8ef701cb,CONFIRMED,3.444,00
233,op-c83c93a8196c,CONFIRMED,3.428,00
234,op-948fe4065669,CONFIRMED,3.429,00
235,op-b905e6c7f617,CONFIRMED,3.42,00
236,op-16549673bacc,CONFIRMED,3.421,00
237,op-af49b07fe003,CONFIRMED,3.422,00
238,op-cbf3744af1eb,CONFIRMED,3.422,00
239,op-47254c0be0ca,CONFIRMED,3.441,00
240,op-a2ce9bee7652,CONFIRMED,3.442,00
241,op-6314a189dd5d,CONFIRMED,3.432,00
242,op-5f2c96764175,CONFIRMED,3.425,00
243,op-01f3cb4f9506,CONFIRMED,3.414,00
244,op-620b1e382a1d,CONFIRMED,3.43,00
245,op-a760006f070b,CONFIRMED,3.431,00
246,op-952e9aa8a45a,CONFIRMED,3.432,00
247,op-6c1462439581,CONFIRMED,3.424,00
248,op-7917e41494f8,CONFIRMED,3.423,00
249,op-33e04fc74d3e,CONFIRMED,3.406,00
250,op-0814d6524389,CONFIRMED,3.39,00
251,op-217857f8a9da,CONFIRMED,3.377,00
252,op-ef6650641724,CONFIRMED,3.378,00
253,op-39e71a1123a2,CONFIRMED,3.361,00
254,op-e8fb263e9e71,CONFIRMED,3.361,00
255,op-2a0f508beb15,CONFIRMED,3.362,00
256,op-849ca48f772c,CONFIRMED,3.371,00
257,op-8aebeabbc074,CONFIRMED,3.361,00
258,op-64e0fc25252a,CONFIRMED,3.366,00
259,op-a14e054794fa,CONFIRMED,3.372,00
260,op-456944f3b6f5,CONFIRMED,3.387,00
261,op-16bae45f8a79,CONFIRMED,3.375,00
262,op-69d9035cff91,CONFIRMED,3.387,00
263,op-3643ac873ec5,CONFIRMED,3.369,00
264,op-cf53f3f5d12c,CONFIRMED,3.371,00
265,op-4419d8c0a7ef,CONFIRMED,3.35,00
266,op-9c27d0cdcf1f,CONFIRMED,3.358,00
267,op-1b8e44d11a06,CONFIRMED,3.358,00
268,op-3edd28c03f0b,CONFIRMED,3.36,00
269,op-df43f7ae37a1,CONFIRMED,3.369,00
270,op-2058728cb80a,CONFIRMED,3.35,00
271,op-4f66372e3430,CONFIRMED,3.342,00
272,op-61fd6234232f,CONFIRMED,3.355,00
273,op-2316c12f623c,CONFIRMED,3.336,00
274,op-0f2c4b103613,CONFIRMED,3.335,00
275,op-e3320e2f392d,CONFIRMED,3.349,00
276,op-b461e94a4123,CONFIRMED,3.349,00
277,op-36543af946be,CONFIRMED,3.368,00
278,op-7aac96c4e4bd,CONFIRMED,3.378,00
279,op-8054bf6ec337,CONFIRMED,3.377,00
280,op-d72104b30ae6,CONFIRMED,3.396,00
281,op-557b6dfdb1a0,CONFIRMED,3.393,00
282,op-9d78ecba2ec2,CONFIRMED,3.383,00
283,op-2fb201dec140,CONFIRMED,3.383,00
284,op-73553ea5a76a,CONFIRMED,3.382,00
285,op-8fe61eb286b4,CONFIRMED,3.365,00
286,op-c5e6366f8c89,CONFIRMED,3.355,00
287,op-7f9fa1b802f5,CONFIRMED,3.367,00
288,op-9a48de233c29,CONFIRMED,3.347,00
289,op-ca4528abd03b,CONFIRMED,3.344,00
290,op-d4e15714fbcb,CONFIRMED,3.342,00
291,op-0812c6c616a0,CONFIRMED,3.352,00
292,op-e47f4e41721a,CONFIRMED,3.351,00
293,op-8509974750b5,CONFIRMED,3.371,00
294,op-7a356c6e5928,CONFIRMED,3.367,00
295,op-dd2c43ba9183,CONFIRMED,3.364,00
296,op-28057b4264e0,CONFIRMED,3.363,00
297,op-5c21b7313e95,CONFIRMED,3.361,00
298,op-32d91602a36d,CONFIRMED,3.359,00
299,op-7ec59e7b0e22,CONFIRMED,3.361,00
300,op-d07effa95973,CONFIRMED,3.769,00
301,op-7cd9c02c083a,CONFIRMED,3.765,00
302,op-500ddab514a5,CONFIRMED,3.777,00
303,op-82e916520bdf,CONFIRMED,3.776,00
304,op-6ac39889e0f2,CONFIRMED,3.795,00
305,op-35601d5406f7,CONFIRMED,3.795,00
306,op-210cc3c48c30,CONFIRMED,3.796,00
307,op-ac9678df4a61,CONFIRMED,3.81,00
308,op-99f857a91c09,CONFIRMED,3.799,00
309,op-063714b5bbde,CONFIRMED,3.808,00
310,op-ee97b93c16a5,CONFIRMED,3.819,00
311,op-ecd24b60941b,CONFIRMED,3.8,00
312,op-7ad6aef86b6c,CONFIRMED,3.791,00
313,op-0499d7fd36e3,CONFIRMED,3.803,00
314,op-7046e9178f07,CONFIRMED,3.784,00
315,op-c85d99e3172f,CONFIRMED,3.8,00
316,op-89108edff96d,CONFIRMED,3.784,00
317,op-4ce874c49d5a,CONFIRMED,3.776,00
318,op-513e531a4086,CONFIRMED,3.777,00
319,op-e68fc7bd270f,CONFIRMED,3.767,00
320,op-c5a54d529643,CONFIRMED,3.76,00
321,op-ef4e6451ce42,CONFIRMED,3.752,00
322,op-5e4393ec952c,CONFIRMED,3.722,00
323,op-7d464870bf48,CONFIRMED,3.733,00
324,op-249e3a62c50e,CONFIRMED,3.743,00
325,op-658c8645676a,CONFIRMED,3.753,00
326,op-5d28c390e580,CONFIRMED,3.754,00
327,op-1c45b2aa8f1b,CONFIRMED,3.763,00
328,op-d7736fb0b9d6,CONFIRMED,3.763,00
329,op-baeee729c744,CONFIRMED,3.773,00
330,op-ad4c5c4eb7ce,CONFIRMED,3.773,00
331,op-01bdc2be5760,CONFIRMED,3.774,00
332,op-072a33b162cd,CONFIRMED,3.774,00
333,op-cd79b3033266,CONFIRMED,3.774,00
334,op-11daaba8b942,CONFIRMED,3.765,00
335,op-431b29ef7ea9,CONFIRMED,3.755,00
336,op-ef319f78cedf,CONFIRMED,3.763,00
337,op-9e9b729d2135,CONFIRMED,3.754,00
338,op-899d58417538,CONFIRMED,3.736,00
339,op-211cccb66bb4,CONFIRMED,3.749,00
340,op-f73244b66f13,CONFIRMED,3.757,00
341,op-01293475df8b,CONFIRMED,3.748,00
342,op-124ef2d996c0,CONFIRMED,3.748,00
343,op-124f8875e211,CONFIRMED,3.747,00
344,op-742d2f50ee25,CONFIRMED,3.746,00
345,op-a9c6266a1cab,CONFIRMED,3.744,00
346,op-19779c5f2e94,CONFIRMED,3.746,00
347,op-335f7cdb37fc,CONFIRMED,3.755,00
348,op-725bc7b45319,CONFIRMED,3.736,00
349,op-449e8cf8f4ba,CONFIRMED,3.745,00
350,op-0190e58f80af,CONFIRMED,3.755,00
351,op-d065ce0afd3f,CONFIRMED,3.755,00
352,op-5102b912dd81,CONFIRMED,3.762,00
353,op-25dd9e4a66a4,CONFIRMED,3.753,00
354,op-d0d6ca3ab42b,CONFIRMED,3.74,00
355,op-77e4ac7a7124,CONFIRMED,3.748,00
356,op-767efc5b22cd,CONFIRMED,3.729,00
357,op-10e6ff31615b,CONFIRMED,3.744,00
358,op-387b0591ffff,CONFIRMED,3.743,00
359,op-4cf15af2a030,CONFIRMED,3.742,00
360,op-69353a83521e,CONFIRMED,3.758,00
361,op-b3c5746ed00e,CONFIRMED,3.757,00
362,op-31a074756c49,CONFIRMED,3.743,00
363,op-c8828beca2cb,CONFIRMED,3.742,00
364,op-4051b9964f96,CONFIRMED,3.735,00
365,op-7dfed22bfbb8,CONFIRMED,3.725,00
366,op-5aa23b74ae94,CONFIRMED,3.745,00
367,op-f4b88428420b,CONFIRMED,3.736,00
368,op-0f428e7e964a,CONFIRMED,3.723,00
369,op-e31f90454f48,CONFIRMED,3.722,00
370,op-b7dbb915a5e2,CONFIRMED,3.721,00
371,op-6dc23dae90b2,CONFIRMED,3.709,00
372,op-416b5f5593ec,CONFIRMED,3.709,00
373,op-2c471bf2e14a,CONFIRMED,3.689,00
374,op-cd2c44d77779,CONFIRMED,3.689,00
375,op-ff24ea9563ad,CONFIRMED,3.667,00
376,op-6fcb846dffc1,CONFIRMED,3.681,00
377,op-62ec81a056f7,CONFIRMED,3.68,00
378,op-33412d13830a,CONFIRMED,3.701,00
379,op-b74d3be65d1f,CONFIRMED,3.7,00
380,op-92e4506c53a2,CONFIRMED,3.7,00
381,op-8f7a9b6e28b5,CONFIRMED,3.707,00
382,op-0a9fae92d416,CONFIRMED,3.706,00
383,op-7b42566d1f1f,CONFIRMED,3.706,00
384,op-e636bcfddb4c,CONFIRMED,3.705,00
385,op-4d0bd0c7d249,CONFIRMED,3.685,00
386,op-61ac608398da,CONFIRMED,3.675,00
387,op-e15d39b5c5fd,CONFIRMED,3.673,00
388,op-a86f4c0fe49a,CONFIRMED,3.687,00
389,op-8fb881e6b643,CONFIRMED,3.69,00
390,op-82182795593b,CONFIRMED,3.689,00
391,op-3b200e3a116a,CONFIRMED,3.687,00
392,op-721bf2ba7571,CONFIRMED,3.696,00
393,op-545f7a4f235e,CONFIRMED,3.707,00
394,op-8dbcd8004fff,CONFIRMED,3.716,00
395,op-fc84e2f37669,CONFIRMED,3.705,00
396,op-0ce8c3da6ab6,CONFIRMED,3.702,00
397,op-4f1afbf20026,CONFIRMED,3.681,00
398,op-e1149c7aae34,CONFIRMED,3.679,00
399,op-4b615830f6f9,CONFIRMED,3.678,00
400,op-f0c4b5e8cd66,CONFIRMED,3.379,00
401,op-184184c62dca,CONFIRMED,3.394,00
402,op-beff4330e6af,CONFIRMED,3.389,00
403,op-bcd6372c7c26,CONFIRMED,3.377,00
404,op-817b64341f17,CONFIRMED,3.387,00
405,op-d6874d557d85,CONFIRMED,3.38,00
406,op-8fb5d98fa923,CONFIRMED,3.383,00
407,op-be5556198003,CONFIRMED,3.385,00
408,op-ab19dfd321ac,CONFIRMED,3.39,00
409,op-2da8b144353b,CONFIRMED,3.392,00
410,op-517508ac08b1,CONFIRMED,3.401,00
411,op-40bc1abaf4f1,CONFIRMED,3.388,00
412,op-479bc4a16a21,CONFIRMED,3.407,00
413,op-0ee4cd1dac8d,CONFIRMED,3.414,00
414,op-7a231305b40d,CONFIRMED,3.406,00
415,op-e1aeb64825bf,CONFIRMED,3.416,00
416,op-560dd5c548ce,CONFIRMED,3.417,00
417,op-b2ce8f777a05,CONFIRMED,3.418,00
418,op-b2b0bf4c7518,CONFIRMED,3.419,00
419,op-d2f565df87f7,CONFIRMED,3.42,00
420,op-9104b06070a2,CONFIRMED,3.417,00
421,op-f10e70046070,CONFIRMED,3.418,00
422,op-c6c0cc2b51ca,CONFIRMED,3.415,00
423,op-659a56bc22e3,CONFIRMED,3.418,00
424,op-361cda39e8fb,CONFIRMED,3.395,00
425,op-f5f394b78309,CONFIRMED,3.386,00
426,op-a8b1b6407642,CONFIRMED,3.386,00
427,op-281e1b78aa74,CONFIRMED,3.369,00
428,op-ab7b0f544a85,CONFIRMED,3.377,00
429,op-58a1b438cf4b,CONFIRMED,3.377,00
430,op-a2a8c844fc2a,CONFIRMED,3.396,00
431,op-db0a1926858b,CONFIRMED,3.404,00
432,op-d146080dcb7b,CONFIRMED,3.401,00
433,op-349423f22ca9,CONFIRMED,3.41,00
434,op-3c54f1321128,CONFIRMED,3.401,00
435,op-b67938b07d71,CONFIRMED,3.41,00
436,op-c68bd5da096a,CONFIRMED,3.421,00
437,op-ae6c80e32596,CONFIRMED,3.443,00
438,op-d40d4d531f0c,CONFIRMED,3.451,00
439,op-0cc1d3df1fcb,CONFIRMED,3.452,00
440,op-58e2d57971a6,CONFIRMED,3.445,00
441,op-ca1ed0bb24dc,CONFIRMED,3.446,00
442,op-8d5fd1882eb4,CONFIRMED,3.467,00
443,op-648aa41f2262,CONFIRMED,3.471,00
444,op-dedae6a1cb47,CONFIRMED,3.456,00
445,op-ed7982e93543,CONFIRMED,3.457,00
446,op-32daaf5b56c4,CONFIRMED,3.437,00
447,op-210d7aa9a517,CONFIRMED,3.455,00
448,op-f6489f97562a,CONFIRMED,3.464,00
449,op-cc35b4b52370,CONFIRMED,3.474,00
450,op-652b73b9cacb,CONFIRMED,3.453,00
451,op-d435a5f47c68,CONFIRMED,3.444,00
452,op-46f001d52a69,CONFIRMED,3.434,00
453,op-ac233391c7d1,CONFIRMED,3.434,00
454,op-3603118d633c,CONFIRMED,3.435,00
455,op-787d4f66122f,CONFIRMED,3.422,00
456,op-744d7f481ed8,CONFIRMED,3.423,00
457,op-e184f1d09c1e,CONFIRMED,3.431,00
458,op-84240688e347,CONFIRMED,3.415,00
459,op-a121320ea15c,CONFIRMED,3.416,00
460,op-307893e7828d,CONFIRMED,3.416,00
461,op-16970d62fbc5,CONFIRMED,3.425,00
462,op-c3b838285b4e,CONFIRMED,3.403,00
463,op-ba931028efa3,CONFIRMED,3.402,00
464,op-6e9dbb532a78,CONFIRMED,3.396,00
465,op-e25ee8205e07,CONFIRMED,3.398,00
466,op-740ee73952e9,CONFIRMED,3.39,00
467,op-3aca4b1b3cee,CONFIRMED,3.389,00
468,op-c84437ea917b,CONFIRMED,3.389,00
469,op-3464c9da7f59,CONFIRMED,3.375,00
470,op-fb5dc405763b,CONFIRMED,3.367,00
471,op-7c7bb8aedabb,CONFIRMED,3.366,00
472,op-8724a9eca93e,CONFIRMED,3.376,00
473,op-664431de83d9,CONFIRMED,3.373,00
474,op-0e4373d7c0a5,CONFIRMED,3.402,00
475,op-72876b4802e5,CONFIRMED,3.398,00
476,op-6b0a86b00abc,CONFIRMED,3.396,00
477,op-1bb75c0847f7,CONFIRMED,3.386,00
478,op-ca25ed50d44c,CONFIRMED,3.374,00
479,op-427a1e15d2c0,CONFIRMED,3.364,00
480,op-e834843e1bb0,CONFIRMED,3.353,00
481,op-ee62baf55922,CONFIRMED,3.343,00
482,op-cdcfc62f92f0,CONFIRMED,3.332,00
483,op-d05073858235,CONFIRMED,3.344,00
484,op-3a1c9b146806,CONFIRMED,3.343,00
485,op-f2f91f628a62,CONFIRMED,3.329,00
486,op-c58e1e8d9a2d,CONFIRMED,3.334,00
487,op-724dfb2a1fbb,CONFIRMED,3.327,00
488,op-1f459026040b,CONFIRMED,3.328,00
489,op-7aa0b586d7ad,CONFIRMED,3.318,00
490,op-fea4e85c3845,CONFIRMED,3.316,00
491,op-1c4252ba0de6,CONFIRMED,3.316,00
492,op-a657261ef945,CONFIRMED,3.295,00
493,op-9b4d1e701d55,CONFIRMED,3.31,00
494,op-3943a93bdfbb,CONFIRMED,3.3,00
495,op-8460ae7cbe82,CONFIRMED,3.297,00
496,op-361c9297e127,CONFIRMED,3.3,00
497,op-fa6773ee0d81,CONFIRMED,3.294,00
498,op-bef27e77cb70,CONFIRMED,3.289,00
499,op-8b22ed252868,CONFIRMED,3.29,00
500,op-469973de3993,CONFIRMED,3.602,00
501,op-92072ed0ed3a,CONFIRMED,3.616,00
502,op-d4c98159acf0,CONFIRMED,3.616,00
503,op-c06321a2af9a,CONFIRMED,3.635,00
504,op-f37129156c82,CONFIRMED,3.618,00
505,op-b82bc46606a0,CONFIRMED,3.593,00
506,op-afd7823c1752,CONFIRMED,3.588,00
507,op-483165871142,CONFIRMED,3.598,00
508,op-1c79f25c0e7f,CONFIRMED,3.6,00
509,op-a8baac0ae291,CONFIRMED,3.597,00
510,op-956005682651,CONFIRMED,3.592,00
511,op-2db4a7af1345,CONFIRMED,3.587,00
512,op-2252ee55008e,CONFIRMED,3.587,00
513,op-705a1107169a,CONFIRMED,3.603,00
514,op-8d58b904005f,CONFIRMED,3.602,00
