batch,op_id,status,ttc_s,difficulty
515,op-ecae5d471b89,CONFIRMED,3.599,00
516,op-1d3a871e8c9d,CONFIRMED,3.589,00
517,op-a80999d13cb6,CONFIRMED,3.586,00
518,op-e2680d1d7a66,CONFIRMED,3.584,00
519,op-024d4a1c5e19,CONFIRMED,3.577,00
520,op-2d8d2f627285,CONFIRMED,3.575,00
521,op-1af5a1fda042,CONFIRMED,3.559,00
522,op-248f52b25341,CONFIRMED,3.557,00
523,op-6a68a0ebf2a1,CONFIRMED,3.557,00
524,op-f1e430482ef1,CONFIRMED,3.558,00
525,op-4731b59b3a98,CONFIRMED,3.564,00
526,op-1461174c0904,CONFIRMED,3.565,00
527,op-3aa3c4211c21,CONFIRMED,3.568,00
528,op-ac316b06fa02,CONFIRMED,3.57,00
529,op-551cb71366c5,CONFIRMED,3.549,00
530,op-6b7818d76091,CONFIRMED,3.542,00
531,op-7a34beaec38c,CONFIRMED,3.558,00
532,op-2b5c0e1a2340,CONFIRMED,3.56,00
533,op-c47e4cd9ce00,CONFIRMED,3.561,00
534,op-afa4bd33c922,CONFIRMED,3.545,00
535,op-be0c823bb86c,CONFIRMED,3.546,00
536,op-dc8a354e7ad8,CONFIRMED,3.549,00
537,op-7b80aa525ca6,CONFIRMED,3.541,00
538,op-feed90340965,CONFIRMED,3.542,00
539,op-847022234c40,CONFIRMED,3.541,00
540,op-87037ccb6b6e,CONFIRMED,3.542,00
541,op-515f393cd020,CONFIRMED,3.52,00
542,op-2c6313321abc,CONFIRMED,3.537,00
543,op-1c5bcdf2bcca,CONFIRMED,3.517,00
544,op-da4f71e746e5,CONFIRMED,3.536,00
545,op-d01c8d29ee65,CONFIRMED,3.53,00
546,op-3fefc7c15736,CONFIRMED,3.525,00
547,op-a473afc73228,CONFIRMED,3.541,00
548,op-a58aa2eb6cdf,CONFIRMED,3.527,00
549,op-d6eeee73ac8a,CONFIRMED,3.517,00
550,op-e1fdd601dbf6,CONFIRMED,3.517,00
551,op-3e7f08ca083b,CONFIRMED,3.503,00
552,op-a4fe50c79a0c,CONFIRMED,3.504,00
553,op-fb40a60f9153,CONFIRMED,3.506,00
554,op-b9bfd60a0cec,CONFIRMED,3.488,00
555,op-a232e03a086e,CONFIRMED,3.489,00
556,op-476cbe54a537,CONFIRMED,3.496,00
557,op-1ab6c39934e1,CONFIRMED,3.484,00
558,op-4854f3c9d7d5,CONFIRMED,3.483,00
559,op-97385f4432e5,CONFIRMED,3.482,00
560,op-2c443d475c64,CONFIRMED,3.482,00
561,op-5b2d45de6561,CONFIRMED,3.504,00
562,op-b6b82b71ca12,CONFIRMED,3.506,00
563,op-f45af5bf6927,CONFIRMED,3.514,00
564,op-3d3eb076d67a,CONFIRMED,3.514,00
565,op-3586f3a2d72b,CONFIRMED,3.512,00
566,op-256bea4ece0f,CONFIRMED,3.488,00
567,op-31bd7daef800,CONFIRMED,3.504,00
568,op-c810f1616165,CONFIRMED,3.498,00
569,op-84a1b74d6958,CONFIRMED,3.506,00
570,op-3b2df5c33e00,CONFIRMED,3.516,00
571,op-9e5a2e1f9c51,CONFIRMED,3.504,00
572,op-63e51d939cbc,CONFIRMED,3.513,00
573,op-9ae2fdad4c2d,CONFIRMED,3.505,00
574,op-1c5ddac0574b,CONFIRMED,3.523,00
575,op-e17def0a1807,CONFIRMED,3.521,00
576,op-e39793659283,CONFIRMED,3.541,00
577,op-c46ad8898693,CONFIRMED,3.553,00
578,op-a8e1c833491b,CONFIRMED,3.556,00
579,op-0cd283815422,CONFIRMED,3.554,00
580,op-fb58399c2621,CONFIRMED,3.565,00
581,op-e084e7c2b573,CONFIRMED,3.55,00
582,op-146522bb411e,CONFIRMED,3.557,00
583,op-6495ddca3764,CONFIRMED,3.558,00
584,op-bca1c47d5978,CONFIRMED,3.557,00
585,op-0b1bd566a970,CONFIRMED,3.538,00
586,op-531c22dd80c1,CONFIRMED,3.552,00
587,op-533cae8b033e,CONFIRMED,3.561,00
588,op-73819a19bc35,CONFIRMED,3.563,00
589,op-057745ca98e2,CONFIRMED,3.567,00
590,op-825d93732272,CONFIRMED,3.561,00
591,op-854b094b3cb2,CONFIRMED,3.568,00
592,op-e66a25273cbd,CONFIRMED,3.575,00
593,op-79cb131cc7a4,CONFIRMED,3.576,00
594,op-94bbb9e1a7aa,CONFIRMED,3.576,00
595,op-789ce90a9a70,CONFIRMED,3.56,00
596,op-dbb1f6e9ee2e,CONFIRMED,3.55,00
597,op-7d22be1c8a2b,CONFIRMED,3.566,00
598,op-db1a375272dd,CONFIRMED,3.552,00
599,op-a145ac1cda4d,CONFIRMED,3.55,00
600,op-6d5fa6c03b43,CONFIRMED,3.384,00
601,op-a69cdc1736e6,CONFIRMED,3.392,00
602,op-c3612a3ad18c,CONFIRMED,3.376,00
603,op-712a85d57d41,CONFIRMED,3.378,00
604,op-792001bc9043,CONFIRMED,3.384,00
605,op-4672be4c71e1,CONFIRMED,3.369,00
606,op-779292bdee47,CONFIRMED,3.389,00
607,op-699800e04959,CONFIRMED,3.396,00
608,op-9e68ee9c3ccc,CONFIRMED,3.4,00
609,op-dc47ae5fab66,CONFIRMED,3.404,00
610,op-8f05f615a13d,CONFIRMED,3.413,00
611,op-30241b1cc5a1,CONFIRMED,3.419,00
612,op-2883490676bb,CONFIRMED,3.419,00
613,op-bf467118a311,CONFIRMED,3.397,00
614,op-e041181c77d0,CONFIRMED,3.4,00
615,op-b1e5639a5ab4,CONFIRMED,3.518,00
616,op-9efb236deda0,CONFIRMED,3.511,00
617,op-cff98762914a,CONFIRMED,3.507,00
618,op-da6cc9846d5d,CONFIRMED,3.522,00
619,op-72793ca527a7,CONFIRMED,3.52,00
620,op-ad5445816d14,CONFIRMED,3.519,00
621,op-c4c569b223ce,CONFIRMED,3.499,00
622,op-9c16a44faa8b,CONFIRMED,3.517,00
623,op-21dc9af6364d,CONFIRMED,3.515,00
624,op-c5c74a34adf7,CONFIRMED,3.513,00
625,op-b44200b28314,CONFIRMED,3.505,00
626,op-abafc8dc8424,CONFIRMED,3.493,00
627,op-f1af5b96f029,CONFIRMED,3.491,00
628,op-f3cd3cf21ae1,CONFIRMED,3.474,00
629,op-98783ec9d741,CONFIRMED,3.475,00
630,op-20200643f09a,CONFIRMED,3.471,00
631,op-ede422470353,CONFIRMED,3.453,00
632,op-5b7fe3788106,CONFIRMED,3.454,00
633,op-6d73f83649cb,CONFIRMED,3.436,00
634,op-3d70b66f7ce2,CONFIRMED,3.432,00
635,op-456f4553bb2b,CONFIRMED,3.444,00
636,op-adc14531ec28,CONFIRMED,3.443,00
637,op-f756d40a5a14,CONFIRMED,3.457,00
638,op-99b065c8bafe,CONFIRMED,3.464,00
639,op-2c16f14f75d9,CONFIRMED,3.463,00
640,op-a900c86d6ca8,CONFIRMED,3.444,00
641,op-05e791e97113,CONFIRMED,3.445,00
642,op-6f649b2cb1bd,CONFIRMED,3.426,00
643,op-4747e6c6ac8f,CONFIRMED,3.438,00
644,op-4fa5730aa07b,CONFIRMED,3.421,00
645,op-93ce41e09eb4,CONFIRMED,3.412,00
646,op-714269e0753f,CONFIRMED,3.406,00
647,op-32c4b7a4abb0,CONFIRMED,3.408,00
648,op-6718f5c39ba3,CONFIRMED,3.391,00
649,op-5acc04a44856,CONFIRMED,3.384,00
650,op-24db8938acf4,CONFIRMED,3.385,00
651,op-a5ab32a42f53,CONFIRMED,3.386,00
652,op-1d2a7bef13c8,CONFIRMED,3.384,00
653,op-c6bb31d78cc3,CONFIRMED,3.385,00
654,op-84bf62422a56,CONFIRMED,3.386,00
655,op-e3a83db19aee,CONFIRMED,3.375,00
656,op-4b781702bbb5,CONFIRMED,3.385,00
657,op-4a4893a90b37,CONFIRMED,3.384,00
658,op-9caea566013a,CONFIRMED,3.394,00
659,op-5e0808eb71f7,CONFIRMED,3.378,00
660,op-112dca917a5f,CONFIRMED,3.378,00
661,op-df0a1e89cb4f,CONFIRMED,3.388,00
662,op-055ef66aa0e0,CONFIRMED,3.397,00
663,op-d7cee8e0cb4e,CONFIRMED,3.396,00
664,op-ee6194799170,CONFIRMED,3.394,00
665,op-e20c693c3248,CONFIRMED,3.383,00
666,op-849b6c0ac99c,CONFIRMED,3.36,00
667,op-fe7340a5dc38,CONFIRMED,3.359,00
668,op-ce8baa10eef2,CONFIRMED,3.353,00
669,op-6b24b3f4cbaa,CONFIRMED,3.361,00
670,op-b2e98511b6e6,CONFIRMED,3.354,00
671,op-b7e0ef05f3dd,CONFIRMED,3.353,00
672,op-d77bb5dcc6bc,CONFIRMED,3.374,00
673,op-db90660e25dd,CONFIRMED,3.37,00
674,op-fc0b8dfd90a7,CONFIRMED,3.361,00
675,op-2c23473dde82,CONFIRMED,3.352,00
676,op-9557cbde1b3c,CONFIRMED,3.349,00
677,op-b2e26a85078f,CONFIRMED,3.338,00
678,op-9302b886807e,CONFIRMED,3.336,00
679,op-73b7c9c7e54b,CONFIRMED,3.32,00
680,op-d72705598153,CONFIRMED,3.334,00
681,op-ede434cd0d79,CONFIRMED,3.324,00
682,op-78dad2d52b3b,CONFIRMED,3.323,00
683,op-9b182b09e66b,CONFIRMED,3.305,00
684,op-8f5730377f57,CONFIRMED,3.295,00
685,op-51efe05957aa,CONFIRMED,3.292,00
686,op-a4611176b4ce,CONFIRMED,3.291,00
687,op-6e1e9a6eb8b8,CONFIRMED,3.268,00
688,op-fd469ab254c5,CONFIRMED,3.272,00
689,op-4b816ce525fb,CONFIRMED,3.28,00
690,op-3424cb569cd6,CONFIRMED,3.276,00
691,op-34e941bfa610,CONFIRMED,3.26,00
692,op-3085f319218d,CONFIRMED,3.265,00
693,op-74b463cdba19,CONFIRMED,3.264,00
694,op-5744aa7cc6c6,CONFIRMED,3.267,00
695,op-5ffea87ccb71,CONFIRMED,3.276,00
696,op-38647aa418f6,CONFIRMED,3.274,00
697,op-ab84903ca0b7,CONFIRMED,3.261,00
698,op-e8fdeb66af97,CONFIRMED,3.267,00
699,op-2af90cbddac4,CONFIRMED,3.257,00
700,op-0a3575492874,CONFIRMED,3.611,00
701,op-aee1c2ac448e,CONFIRMED,3.611,00
702,op-383acfc66e31,CONFIRMED,3.619,00
703,op-96e914ed2152,CONFIRMED,3.621,00
704,op-8ce24e835590,CONFIRMED,3.604,00
705,op-90a7b693cb33,CONFIRMED,3.601,00
706,op-06852f7a184a,CONFIRMED,3.607,00
707,op-f26e31d5875b,CONFIRMED,3.599,00
708,op-a5b12504f814,CONFIRMED,3.599,00
709,op-48cf64684a5b,CONFIRMED,3.593,00
710,op-6f7c333fa798,CONFIRMED,3.592,00
711,op-01563a815d13,CONFIRMED,3.574,00
712,op-cf4ce06e761c,CONFIRMED,3.586,00
713,op-d012bea8324f,CONFIRMED,3.568,00
714,op-966922edb2b8,CONFIRMED,3.586,00
715,op-df81b649e962,CONFIRMED,3.595,00
716,op-0f69068fff5c,CONFIRMED,3.603,00
717,op-d079cd6837bd,CONFIRMED,3.603,00
718,op-f0a3fdeb6f94,CONFIRMED,3.6,00
719,op-9021cb81d9e5,CONFIRMED,3.61,00
720,op-465077415c30,CONFIRMED,3.619,00
721,op-896547724a70,CONFIRMED,3.609,00
722,op-f3eabbb1d108,CONFIRMED,3.609,00
723,op-ac2112fb8c49,CONFIRMED,3.601,00
724,op-975e4258f73c,CONFIRMED,3.594,00
725,op-13ce1dd5161a,CONFIRMED,3.604,00
726,op-22515faf9607,CONFIRMED,3.609,00
727,op-7e4051a28705,CONFIRMED,3.599,00
728,op-d4e7f0b0b4ed,CONFIRMED,3.619,00
729,op-055133bb83b5,CONFIRMED,3.627,00
730,op-8d1661401aff,CONFIRMED,3.626,00
731,op-d90c084fdcfe,CONFIRMED,3.645,00
732,op-cd139061f57d,CONFIRMED,3.643,00
733,op-3cad27e3c8ac,CONFIRMED,3.662,00
734,op-08dba4f8a5f9,CONFIRMED,3.672,00
735,op-981a4e4a054a,CONFIRMED,3.642,00
736,op-ba73487daa40,CONFIRMED,3.652,00
737,op-175e093690ad,CONFIRMED,3.631,00
738,op-0be24dbc537e,CONFIRMED,3.622,00
739,op-2f55347c986d,CONFIRMED,3.618,00
740,op-1e7cabe804e5,CONFIRMED,3.609,00
741,op-fc10e0812282,CONFIRMED,3.599,00
742,op-066091237466,CONFIRMED,3.6,00
743,op-bb0557f81542,CONFIRMED,3.599,00
744,op-44438230a17b,CONFIRMED,3.589,00
745,op-8faa79e9b95f,CONFIRMED,3.564,00
746,op-527ed6c0def6,CONFIRMED,3.562,00
747,op-1e4c40ceddff,CONFIRMED,3.576,00
748,op-5bb467753ea9,CONFIRMED,3.576,00
749,op-173d235d1dc3,CONFIRMED,3.576,00
750,op-928940f0c138,CONFIRMED,3.566,00
751,op-29d6158e172b,CONFIRMED,3.565,00
752,op-877ce6a05294,CONFIRMED,3.562,00
753,op-f39e8a8b6d1a,CONFIRMED,3.56,00
754,op-4a86bc09ea2d,CONFIRMED,3.556,00
755,op-d7b7f03fe721,CONFIRMED,3.554,00
756,op-1a92184b10db,CONFIRMED,3.552,00
757,op-4e143f4be385,CONFIRMED,3.528,00
758,op-3ebfde10f741,CONFIRMED,3.526,00
759,op-56425fa6ccbb,CONFIRMED,3.524,00
760,op-e716042af043,CONFIRMED,3.519,00
761,op-32f15d7df469,CONFIRMED,3.503,00
762,op-38b0211df73c,CONFIRMED,3.491,00
763,op-522dda6630a7,CONFIRMED,3.489,00
764,op-2487fbb66027,CONFIRMED,3.501,00
765,op-c5a51cc256c3,CONFIRMED,3.51,00
766,op-2cbcca85fbcc,CONFIRMED,3.501,00
767,op-568dba0a74ca,CONFIRMED,3.49,00
768,op-a09a88ecd2b5,CONFIRMED,3.486,00
769,op-80a85c05010e,CONFIRMED,3.476,00
770,op-397049c5d7f8,CONFIRMED,3.495,00
771,op-dc040136f64f,CONFIRMED,3.487,00
772,op-ef06d662260c,CONFIRMED,3.487,00
773,op-81452f9d2175,CONFIRMED,3.495,00
774,op-ba93639423a3,CONFIRMED,3.494,00
775,op-f3b374a9a08e,CONFIRMED,3.512,00
776,op-a26fe9a0fea1,CONFIRMED,3.493,00
777,op-c5474e5054e8,CONFIRMED,3.512,00
778,op-b33cc5006637,CONFIRMED,3.521,00
779,op-4f9e236b9bd5,CONFIRMED,3.509,00
780,op-95bb2f238b00,CONFIRMED,3.507,00
781,op-86105fe250d2,CONFIRMED,3.505,00
782,op-dd9dccb6075f,CONFIRMED,3.514,00
783,op-3a643f90d2a9,CONFIRMED,3.521,00
784,op-c35e2427d7a1,CONFIRMED,3.506,00
785,op-3da87ff7954e,CONFIRMED,3.481,00
786,op-f0944f4ad12a,CONFIRMED,3.47,00
787,op-3f3190574332,CONFIRMED,3.446,00
788,op-dbc581a4be5f,CONFIRMED,3.455,00
789,op-d8eac312086e,CONFIRMED,3.446,00
790,op-52cc66d252b0,CONFIRMED,3.446,00
791,op-64e533dba479,CONFIRMED,3.454,00
792,op-1bda8d4eae54,CONFIRMED,3.462,00
793,op-9ae4882244fc,CONFIRMED,3.472,00
794,op-975765fa2d47,CONFIRMED,3.47,00
795,op-ea10140075fc,CONFIRMED,3.467,00
796,op-5c20ed1883c9,CONFIRMED,3.481,00
797,op-44f9604ede26,CONFIRMED,3.487,00
798,op-594bf90d93b5,CONFIRMED,3.495,00
799,op-04a7460f9db4,CONFIRMED,3.491,00
800,op-a372c49f7588,CONFIRMED,3.444,00
801,op-8b351eaa9299,CONFIRMED,3.435,00
802,op-7440a91e6d62,CONFIRMED,3.449,00
803,op-62f8b99d25d9,CONFIRMED,3.451,00
804,op-83e299a6dc29,CONFIRMED,3.432,00
805,op-1122114fdbd9,CONFIRMED,3.433,00
806,op-a99ac2635eff,CONFIRMED,3.435,00
807,op-633a16be0737,CONFIRMED,3.432,00
808,op-76f65d9fe1b1,CONFIRMED,3.437,00
809,op-2692f8caa944,CONFIRMED,3.451,00
810,op-2582f4f3f9f9,CONFIRMED,3.459,00
811,op-6378cdf39573,CONFIRMED,3.469,00
812,op-ec4dc087ca22,CONFIRMED,3.494,00
813,op-8da74bc25e61,CONFIRMED,3.517,00
814,op-66d1c74057c8,CONFIRMED,3.446,00
815,op-9fcdb5a5574a,CONFIRMED,3.434,00
816,op-506d86b75c5f,CONFIRMED,3.432,00
817,op-a4ccc5b6c9c4,CONFIRMED,3.438,00
818,op-f6f0ea9b3c32,CONFIRMED,3.436,00
819,op-9f5cba7a3383,CONFIRMED,3.432,00
820,op-5a704b721bf3,CONFIRMED,3.442,00
821,op-5261650c9105,CONFIRMED,3.441,00
822,op-d2de1df7fc63,CONFIRMED,3.427,00
823,op-21f37ef07183,CONFIRMED,3.402,00
824,op-2c8d298f1b75,CONFIRMED,3.401,00
825,op-9e2d5ff5b7c1,CONFIRMED,3.386,00
826,op-e135d976aa7f,CONFIRMED,3.38,00
827,op-4dd1efcd2c47,CONFIRMED,3.393,00
828,op-2fbf20962abe,CONFIRMED,3.401,00
829,op-4f0afd897159,CONFIRMED,3.389,00
830,op-573c894b7563,CONFIRMED,3.389,00
831,op-8e3617f83bed,CONFIRMED,3.372,00
832,op-0a7ce72e3324,CONFIRMED,3.389,00
833,op-3e994e144a08,CONFIRMED,3.383,00
834,op-e7ccb8b25200,CONFIRMED,3.384,00
835,op-87765268da2a,CONFIRMED,3.402,00
836,op-6b91feb40ede,CONFIRMED,3.414,00
837,op-fcbcb49f0fae,CONFIRMED,3.415,00
838,op-890979b8ae6c,CONFIRMED,3.402,00
839,op-693923fc8b53,CONFIRMED,3.4,00
840,op-a4a1ca96c04e,CONFIRMED,3.399,00
841,op-4ec364045511,CONFIRMED,3.405,00
842,op-14db5c6b2b83,CONFIRMED,3.404,00
843,op-7f787e9021eb,CONFIRMED,3.399,00
844,op-61327f4592bb,CONFIRMED,3.415,00
845,op-1a4d1a3c7fcb,CONFIRMED,3.416,00
846,op-3cdee8c0d720,CONFIRMED,3.417,00
847,op-a40b1585eeb0,CONFIRMED,3.418,00
848,op-78662d5e7ba2,CONFIRMED,3.427,00
849,op-6cc48afe149b,CONFIRMED,3.435,00
850,op-2fe8938ab45b,CONFIRMED,3.442,00
851,op-889b98b97ed2,CONFIRMED,3.452,00
852,op-90753bbea02f,CONFIRMED,3.449,00
853,op-6e1afbedbfc7,CONFIRMED,3.469,00
854,op-da4bcfe5ed90,CONFIRMED,3.478,00
855,op-bdb845bdc741,CONFIRMED,3.477,00
856,op-5f54fca6ac9a,CONFIRMED,3.477,00
857,op-9cec15985340,CONFIRMED,3.486,00
858,op-8a769ffdfceb,CONFIRMED,3.483,00
859,op-ccbc8a25bb2e,CONFIRMED,3.502,00
860,op-16fea37c7a97,CONFIRMED,3.48,00
861,op-f724a35f4fcb,CONFIRMED,3.467,00
862,op-8d6ed7e9294e,CONFIRMED,3.467,00
863,op-895670c084dc,CONFIRMED,3.459,00
864,op-682e7eb4b9c6,CONFIRMED,3.464,00
865,op-579be8894736,CONFIRMED,3.478,00
866,op-dbc57ee14d93,CONFIRMED,3.477,00
867,op-b99a7130ab0e,CONFIRMED,3.48,00
868,op-43aec02ff4ba,CONFIRMED,3.48,00
869,op-805fad30a6f9,CONFIRMED,3.492,00
870,op-7b222b540d62,CONFIRMED,3.492,00
871,op-3e3e457169ad,CONFIRMED,3.491,00
872,op-6d6c748083cc,CONFIRMED,3.492,00
873,op-83e6db6294e0,CONFIRMED,3.481,00
874,op-d081c2ebf4cd,CONFIRMED,3.492,00
875,op-6f7e35b6bc5e,CONFIRMED,3.481,00
876,op-5a4c5d614774,CONFIRMED,3.472,00
877,op-a5d89df8f446,CONFIRMED,3.486,00
878,op-7c0224b8659e,CONFIRMED,3.478,00
879,op-cf69bbfa1b4e,CONFIRMED,3.479,00
880,op-40dbeec8bba1,CONFIRMED,3.5,00
881,op-f196a8871ad3,CONFIRMED,3.499,00
882,op-aa1d50b7d7b0,CONFIRMED,3.507,00
883,op-6ddf462a04dc,CONFIRMED,3.503,00
884,op-7057907c6cbb,CONFIRMED,3.507,00
885,op-664c92a167d5,CONFIRMED,3.496,00
886,op-96a451568cc8,CONFIRMED,3.516,00
887,op-356009f5badf,CONFIRMED,3.517,00
888,op-582e83c6d88b,CONFIRMED,3.532,00
889,op-9bbb925cfee1,CONFIRMED,3.541,00
890,op-09df0652fb90,CONFIRMED,3.528,00
891,op-7ee09664a3e0,CONFIRMED,3.528,00
892,op-ee46c6159798,CONFIRMED,3.522,00
893,op-c668744913e0,CONFIRMED,3.502,00
894,op-6bfb2bb8e920,CONFIRMED,3.5,00
895,op-f5c6c5d11782,CONFIRMED,3.49,00
896,op-e647ab4cfe56,CONFIRMED,3.496,00
897,op-5a690f9e5589,CONFIRMED,3.49,00
898,op-46fc77c26642,CONFIRMED,3.508,00
899,op-4d825c75e0a9,CONFIRMED,3.516,00
900,op-28438f64c215,CONFIRMED,3.255,00
901,op-a595b2d940ca,CONFIRMED,3.246,00
902,op-c5e021e776ec,CONFIRMED,3.236,00
903,op-4cd26280fc44,CONFIRMED,3.235,00
904,op-c8495fa10aa3,CONFIRMED,3.236,00
905,op-7076e2b348c5,CONFIRMED,3.227,00
906,op-a8da1b53e5f1,CONFIRMED,3.205,00
907,op-676705e2371c,CONFIRMED,3.197,00
908,op-a7fbcaaf62a6,CONFIRMED,3.196,00
909,op-2c4680ead31d,CONFIRMED,3.19,00
910,op-fbae74efb91c,CONFIRMED,3.187,00
911,op-a0b5f0bde7ae,CONFIRMED,3.175,00
912,op-0f34c1c9f9b2,CONFIRMED,3.172,00
913,op-79b31f342fe9,CONFIRMED,3.191,00
914,op-955ad32f2961,CONFIRMED,3.171,00
915,op-a6ba3be58b18,CONFIRMED,3.162,00
916,op-ef2ef4470add,CONFIRMED,3.151,00
917,op-ae7e18caafa4,CONFIRMED,3.142,00
918,op-a4be180783e4,CONFIRMED,3.131,00
919,op-7df814878de0,CONFIRMED,3.107,00
920,op-527d6f82fc21,CONFIRMED,3.103,00
921,op-a61e1f1a84c5,CONFIRMED,3.101,00
922,op-ad4cc9d3a947,CONFIRMED,3.116,00
923,op-8763f894976d,CONFIRMED,3.131,00
924,op-69b8b34afb77,CONFIRMED,3.116,00
925,op-aab52059c183,CONFIRMED,3.113,00
926,op-1312b80bec68,CONFIRMED,3.117,00
927,op-e5c526765f19,CONFIRMED,3.118,00
928,op-8657a0847966,CONFIRMED,3.117,00
929,op-e72d38410192,CONFIRMED,3.107,00
930,op-57fe8921196c,CONFIRMED,3.127,00
931,op-e69de0ea16f6,CONFIRMED,3.109,00
932,op-9b317fac2bcc,CONFIRMED,3.117,00
933,op-cb9e89504e0b,CONFIRMED,3.108,00
934,op-8c0369c1e4ba,CONFIRMED,3.108,00
935,op-0875cf7fb19b,CONFIRMED,3.102,00
936,op-3201a2e85f96,CONFIRMED,3.102,00
937,op-8fb76ec44ce6,CONFIRMED,3.102,00
938,op-4961354e1e13,CONFIRMED,3.104,00
939,op-b5315de57389,CONFIRMED,3.094,00
940,op-8b0bc0a36c31,CONFIRMED,3.085,00
941,op-5a101b8c9574,CONFIRMED,3.097,00
942,op-a6f67956a3f8,CONFIRMED,3.107,00
943,op-f70c42ad5c20,CONFIRMED,3.1,00
944,op-25cf9e290477,CONFIRMED,3.101,00
945,op-bbbbd48d7e45,CONFIRMED,3.103,00
946,op-73c5be2eaf42,CONFIRMED,3.09,00
947,op-43035feb5095,CONFIRMED,3.107,00
948,op-7dfc31d644d5,CONFIRMED,3.109,00
949,op-1c49260c4079,CONFIRMED,3.108,00
950,op-b06077e2fc34,CONFIRMED,3.103,00
951,op-341491c64c29,CONFIRMED,3.119,00
952,op-42539e0be6c0,CONFIRMED,3.118,00
953,op-d3f15a6b03e6,CONFIRMED,3.109,00
954,op-f05d17093d24,CONFIRMED,3.109,00
955,op-0ed6b3750543,CONFIRMED,3.091,00
956,op-60bc74030b9a,CONFIRMED,3.105,00
957,op-932f7d47824d,CONFIRMED,3.105,00
958,op-98ac346c6a5e,CONFIRMED,3.096,00
959,op-c57da5b87c7e,CONFIRMED,3.093,00
960,op-6ef79726416d,CONFIRMED,3.084,00
961,op-b19c2261d8bf,CONFIRMED,3.083,00
962,op-d35a0d1ad798,CONFIRMED,3.075,00
963,op-967a8884361d,CONFIRMED,3.078,00
964,op-69f9f3e5c333,CONFIRMED,3.078,00
965,op-ac8b7f855d46,CONFIRMED,3.078,00
966,op-ab039545d7e1,CONFIRMED,3.078,00
967,op-dc791199506d,CONFIRMED,3.087,00
968,op-d73298f9e3fc,CONFIRMED,3.065,00
969,op-4ae35b766795,CONFIRMED,3.064,00
970,op-818fdeee5db6,CONFIRMED,3.074,00
971,op-c53eb33f8c12,CONFIRMED,3.084,00
972,op-3981d5ed6606,CONFIRMED,3.071,00
973,op-0af30687f48e,CONFIRMED,3.068,00
974,op-11238335aaeb,CONFIRMED,3.065,00
975,op-0adf0176b241,CONFIRMED,3.079,00
976,op-ddb06b12e9f3,CONFIRMED,3.087,00
977,op-313f40274a47,CONFIRMED,3.085,00
978,op-d92cd75411ba,CONFIRMED,3.084,00
979,op-5777c4a32cfa,CONFIRMED,3.076,00
980,op-c0ee569be360,CONFIRMED,3.097,00
981,op-cd7dab583e29,CONFIRMED,3.088,00
982,op-06472e6913b4,CONFIRMED,3.075,00
983,op-0a2dfab1652f,CONFIRMED,3.073,00
984,op-afb474f2f4b7,CONFIRMED,3.073,00
985,op-7c9211b80b4e,CONFIRMED,3.046,00
986,op-9114b2038877,CONFIRMED,3.073,00
987,op-c487fff9dc38,CONFIRMED,3.081,00
988,op-f43c51e32ca8,CONFIRMED,3.08,00
989,op-1763364fbb81,CONFIRMED,3.1,00
990,op-0bdf80fda4c0,CONFIRMED,3.109,00
991,op-cc2ed28cd424,CONFIRMED,3.119,00
992,op-43fed90b02f4,CONFIRMED,3.129,00
993,op-21ef6e5fe56c,CONFIRMED,3.138,00
994,op-e84a0e8b354d,CONFIRMED,3.146,00
995,op-76880e5fd0a7,CONFIRMED,3.151,00
996,op-5da148d50021,CONFIRMED,3.149,00
997,op-f6358a104322,CONFIRMED,3.153,00
998,op-ff003f9bca1d,CONFIRMED,3.142,00
999,op-c79330fddb3d,CONFIRMED,3.135,00
