batch,op_id,status,ttc_s,difficulty
2703,op-ba16cdb8a993,CONFIRMED,6.42,00
2704,op-d3460bd7d90a,CONFIRMED,6.422,00
2705,op-5f3029768b9e,CONFIRMED,6.422,00
2706,op-b39cdeb74945,CONFIRMED,6.424,00
2707,op-3c77ebe3c7e4,CONFIRMED,6.427,00
2708,op-369a856b39f5,CONFIRMED,6.445,00
2709,op-f96f5e3d739e,CONFIRMED,6.444,00
2710,op-c32cd20c6221,CONFIRMED,6.443,00
2711,op-42f6b18df30a,CONFIRMED,6.453,00
2712,op-1900a2a5486f,CONFIRMED,6.454,00
2713,op-57eec2b4f382,CONFIRMED,6.446,00
2714,op-822619f3f642,CONFIRMED,6.447,00
2715,op-fc0e30c90fee,CONFIRMED,6.464,00
2716,op-8f6d6b07b44d,CONFIRMED,6.464,00
2717,op-21607bcae342,CONFIRMED,6.467,00
2718,op-703e997f88ea,CONFIRMED,6.467,00
2719,op-32410b06b68b,CONFIRMED,6.47,00
2720,op-a2e7f51cc8c2,CONFIRMED,6.475,00
2721,op-d0ff0fef072a,CONFIRMED,6.477,00
2722,op-acaaac7e6a11,CONFIRMED,6.472,00
2723,op-ab958ba90437,CONFIRMED,6.475,00
2724,op-1d1851a85353,CONFIRMED,6.475,00
2725,op-e868483b61e5,CONFIRMED,6.466,00
2726,op-1ca94b8d062a,CONFIRMED,6.482,00
2727,op-5bffe3cda918,CONFIRMED,6.487,00
2728,op-6314ff4444c1,CONFIRMED,6.465,00
2729,op-e11c3c6ad153,CONFIRMED,6.479,00
2730,op-5e62460aa802,CONFIRMED,6.476,00
2731,op-d0d2642f902e,CONFIRMED,6.476,00
2732,op-a65230034639,CONFIRMED,6.475,00
2733,op-a9e5ffcaa7d9,CONFIRMED,6.473,00
2734,op-ea3fe146c2b7,CONFIRMED,6.483,00
2735,op-a5f285f14dbe,CONFIRMED,6.471,00
2736,op-cfb8b92e2f4a,CONFIRMED,6.468,00
2737,op-5378a09d2ba0,CONFIRMED,6.483,00
2738,op-70e567cc24eb,CONFIRMED,6.483,00
2739,op-3fe92bf84502,CONFIRMED,6.491,00
2740,op-c9f8d5cf15fd,CONFIRMED,6.488,00
2741,op-1f927731aba1,CONFIRMED,6.486,00
2742,op-9ccca8834760,CONFIRMED,6.483,00
2743,op-806f9129ffd7,CONFIRMED,6.48,00
2744,op-cddcaa60d5d5,CONFIRMED,6.461,00
2745,op-ea5d287284f6,CONFIRMED,6.46,00
2746,op-b079b696104a,CONFIRMED,6.443,00
2747,op-efc62f3474bc,CONFIRMED,6.441,00
2748,op-8a3b3c289f9f,CONFIRMED,6.424,00
2749,op-df100db41355,CONFIRMED,6.422,00
2750,op-b5b1e4df5f5b,CONFIRMED,6.42,00
2751,op-3cd234399eae,CONFIRMED,6.412,00
2752,op-0861fb945a0e,CONFIRMED,6.387,00
2753,op-6c083934e703,CONFIRMED,6.386,00
2754,op-f7d72b4861ef,CONFIRMED,6.379,00
2755,op-8beeeba8f5a5,CONFIRMED,6.376,00
2756,op-b2e76b55e33c,CONFIRMED,6.375,00
2757,op-789babc9573f,CONFIRMED,6.374,00
2758,op-fa9d15881af1,CONFIRMED,6.372,00
2759,op-01a84bc3154f,CONFIRMED,6.373,00
2760,op-af59e7019c98,CONFIRMED,6.394,00
2761,op-126119c7df59,CONFIRMED,6.373,00
2762,op-393f1b18d18a,CONFIRMED,6.386,00
2763,op-0b7fc2bd24d6,CONFIRMED,6.37,00
2764,op-0c6ac25f9d6b,CONFIRMED,6.387,00
2765,op-334adb241d69,CONFIRMED,6.386,00
2766,op-ca831586b404,CONFIRMED,6.363,00
2767,op-d1657654ed84,CONFIRMED,6.361,00
2768,op-eaea714aeef9,CONFIRMED,6.344,00
2769,op-67d45fb0887d,CONFIRMED,6.334,00
2770,op-d897b0e33be8,CONFIRMED,6.354,00
2771,op-796bc471c3f5,CONFIRMED,6.353,00
2772,op-4eee1f8bad24,CONFIRMED,6.352,00
2773,op-987399ea67cd,CONFIRMED,6.337,00
2774,op-32cfa6c42e54,CONFIRMED,6.336,00
2775,op-170a90541ce3,CONFIRMED,6.347,00
2776,op-b468e6e7356b,CONFIRMED,6.333,00
2777,op-0e6a28669d62,CONFIRMED,6.331,00
2778,op-3d7c8832aa0d,CONFIRMED,6.349,00
2779,op-79c42f676f87,CONFIRMED,6.333,00
2780,op-006d5dde13d4,CONFIRMED,6.331,00
2781,op-381aa5732448,CONFIRMED,6.348,00
2782,op-1979f45a0552,CONFIRMED,6.297,00
2783,op-8ce5f030028d,CONFIRMED,6.299,00
2784,op-0f2fa82ba8ba,CONFIRMED,6.298,00
2785,op-87fb4c768227,CONFIRMED,6.304,00
2786,op-cc8421ceed6a,CONFIRMED,6.304,00
2787,op-b5fdadf87cae,CONFIRMED,6.32,00
2788,op-cd74de717e0d,CONFIRMED,6.319,00
2789,op-a93dd4a7f31d,CONFIRMED,6.336,00
2790,op-168edc56c8ad,CONFIRMED,6.335,00
2791,op-12817505548c,CONFIRMED,6.317,00
2792,op-70fabec411a0,CONFIRMED,6.327,00
2793,op-b033981b8324,CONFIRMED,6.324,00
2794,op-efb18e465e5a,CONFIRMED,6.303,00
2795,op-1f3effc6ebcc,CONFIRMED,6.281,00
2796,op-5c936eed908a,CONFIRMED,6.281,00
2797,op-317a6f35a202,CONFIRMED,6.262,00
2798,op-ef449b635be5,CONFIRMED,6.263,00
2799,op-1514e4ca4a96,CONFIRMED,6.261,00
2800,op-c5e7b4b34859,CONFIRMED,6.257,00
2801,op-003777e219df,CONFIRMED,6.256,00
2802,op-73d03e69a939,CONFIRMED,6.258,00
2803,op-e31ff106fc76,CONFIRMED,6.248,00
2804,op-8ba87c9a2c12,CONFIRMED,6.225,00
2805,op-99c526924e44,CONFIRMED,6.202,00
2806,op-ce9aa3346b85,CONFIRMED,6.202,00
2807,op-f7a20e15109e,CONFIRMED,6.207,00
2808,op-86f344f42874,CONFIRMED,6.184,00
2809,op-62f95d69cb92,CONFIRMED,6.184,00
2810,op-44097b6ac4a0,CONFIRMED,6.183,00
2811,op-f371fb9eb3af,CONFIRMED,6.183,00
2812,op-b89efb647dfd,CONFIRMED,6.167,00
2813,op-111b915a0b95,CONFIRMED,6.145,00
2814,op-ce0d42caf1f4,CONFIRMED,6.156,00
2815,op-53dc2d280f5b,CONFIRMED,6.15,00
2816,op-f1a9e08413eb,CONFIRMED,6.157,00
2817,op-da41b912afea,CONFIRMED,6.145,00
2818,op-365360791945,CONFIRMED,6.136,00
2819,op-c164d93e6f50,CONFIRMED,6.14,00
2820,op-3ceaf56cdfe4,CONFIRMED,6.125,00
2821,op-5afbf9aa3a68,CONFIRMED,6.139,00
2822,op-16a5f0a4a103,CONFIRMED,6.14,00
2823,op-c4c454492454,CONFIRMED,6.132,00
2824,op-999478230583,CONFIRMED,6.138,00
2825,op-16590890c20b,CONFIRMED,6.138,00
2826,op-6ddd72e7a99b,CONFIRMED,6.139,00
2827,op-e56c5c5094dd,CONFIRMED,6.14,00
2828,op-332c707ff532,CONFIRMED,6.131,00
2829,op-96302ed91431,CONFIRMED,6.122,00
2830,op-85692fe52427,CONFIRMED,6.112,00
2831,op-8fdb5f82c6df,CONFIRMED,6.098,00
2832,op-e98de499a98a,CONFIRMED,6.099,00
2833,op-b9ac8d094d0e,CONFIRMED,6.099,00
2834,op-a64681a987a8,CONFIRMED,6.08,00
2835,op-0b9129d07740,CONFIRMED,6.093,00
2836,op-39bf9e71b2b3,CONFIRMED,6.117,00
2837,op-70d53fef47db,CONFIRMED,6.127,00
2838,op-ec6d038b299c,CONFIRMED,6.136,00
2839,op-f5a3b5f367a8,CONFIRMED,6.146,00
2840,op-005323fef8d1,CONFIRMED,6.15,00
2841,op-7db65bd93e26,CONFIRMED,6.166,00
2842,op-aa4414762e4a,CONFIRMED,6.154,00
2843,op-7bd82d3c2502,CONFIRMED,6.17,00
2844,op-81c5eb0bb953,CONFIRMED,6.153,00
2845,op-20721ca85def,CONFIRMED,6.168,00
2846,op-98a0b9c5e179,CONFIRMED,6.169,00
2847,op-3af07b735d1f,CONFIRMED,6.187,00
2848,op-e9a1b8875b28,CONFIRMED,6.196,00
2849,op-c554c681b96e,CONFIRMED,6.181,00
2850,op-efe61e02e3ad,CONFIRMED,6.181,00
2851,op-6498b5b62a54,CONFIRMED,6.165,00
2852,op-5c83abcfc294,CONFIRMED,6.181,00
2853,op-7982c839d40b,CONFIRMED,6.179,00
2854,op-6617a1c34bc6,CONFIRMED,6.175,00
2855,op-2d770bd990a8,CONFIRMED,6.172,00
2856,op-77f626a052fe,CONFIRMED,6.193,00
2857,op-aa533aec61d7,CONFIRMED,6.194,00
2858,op-03fb4b2d7442,CONFIRMED,6.192,00
2859,op-616e3db8cd60,CONFIRMED,6.191,00
2860,op-4ea6db442174,CONFIRMED,6.209,00
2861,op-c373cad74762,CONFIRMED,6.207,00
2862,op-e1d67706e193,CONFIRMED,6.204,00
2863,op-67b6f5cfa767,CONFIRMED,6.181,00
2864,op-68b59f621822,CONFIRMED,6.176,00
2865,op-1f77bce7d5da,CONFIRMED,6.192,00
2866,op-18663cd85809,CONFIRMED,6.193,00
2867,op-d63fb83f4ac6,CONFIRMED,6.177,00
2868,op-106e7b0b8847,CONFIRMED,6.173,00
2869,op-07d98220350f,CONFIRMED,6.173,00
2870,op-1101a216dfa2,CONFIRMED,6.12,00
2871,op-58d5c31a2e22,CONFIRMED,6.12,00
2872,op-20c56e25f71f,CONFIRMED,6.11,00
2873,op-d354dc3df8b9,CONFIRMED,6.124,00
2874,op-ff90c14fe07d,CONFIRMED,6.125,00
2875,op-e7f07dae2761,CONFIRMED,6.127,00
2876,op-ddc6b50491cc,CONFIRMED,6.128,00
2877,op-85cfd4138648,CONFIRMED,6.126,00
2878,op-10580b91c461,CONFIRMED,6.128,00
2879,op-dc276120ae5e,CONFIRMED,6.127,00
2880,op-dbbbedec2e6c,CONFIRMED,6.127,00
2881,op-4e59e8282a85,CONFIRMED,6.146,00
2882,op-7c1150ec5a20,CONFIRMED,6.158,00
2883,op-398af78d7210,CONFIRMED,6.139,00
2884,op-c662085b8b90,CONFIRMED,6.186,00
2885,op-9bf6d96ca5e0,CONFIRMED,6.208,00
2886,op-8d58242b3d88,CONFIRMED,6.217,00
2887,op-6392607dbcd7,CONFIRMED,6.199,00
2888,op-fd1bac459a4c,CONFIRMED,6.191,00
2889,op-0bd8c6cb4086,CONFIRMED,6.189,00
2890,op-bc9ca1d5daed,CONFIRMED,6.196,00
2891,op-2d423db267ef,CONFIRMED,6.196,00
2892,op-d4f986109dea,CONFIRMED,6.21,00
2893,op-53681eeb8035,CONFIRMED,6.219,00
2894,op-fdfc4636348c,CONFIRMED,6.196,00
2895,op-e5ae6d6c4018,CONFIRMED,6.215,00
2896,op-c03ff231a976,CONFIRMED,6.213,00
2897,op-5a1386e5eba0,CONFIRMED,6.232,00
2898,op-b7d11c8f0012,CONFIRMED,6.231,00
2899,op-2c8aa2033ccd,CONFIRMED,6.229,00
2900,op-a4c85589f9fb,CONFIRMED,6.228,00
2901,op-c1e5667f1786,CONFIRMED,6.21,00
2902,op-b1242e1e2e33,CONFIRMED,6.222,00
2903,op-319ba13773aa,CONFIRMED,6.221,00
2904,op-9ecc238b0681,CONFIRMED,6.229,00
2905,op-dd65813d1355,CONFIRMED,6.238,00
2906,op-1b400a2ca3e3,CONFIRMED,6.248,00
2907,op-a15a0df13b21,CONFIRMED,6.226,00
2908,op-0dc800c20389,CONFIRMED,6.244,00
2909,op-1cd3ca2bb342,CONFIRMED,6.223,00
2910,op-a473b9af5441,CONFIRMED,6.212,00
2911,op-b8defcd22ef9,CONFIRMED,6.202,00
2912,op-2943a50f68ed,CONFIRMED,6.191,00
2913,op-2f86665db18c,CONFIRMED,6.18,00
2914,op-ec3d6d31d2c5,CONFIRMED,6.176,00
2915,op-f7e2a27c5266,CONFIRMED,6.179,00
2916,op-f416fcd09394,CONFIRMED,6.193,00
2917,op-732735fd0b7a,CONFIRMED,6.201,00
2918,op-0aa156ed2bbd,CONFIRMED,6.186,00
2919,op-442889ce9a48,CONFIRMED,6.184,00
2920,op-40d4be4b8cb9,CONFIRMED,6.182,00
2921,op-556f8c3d2b5f,CONFIRMED,6.169,00
2922,op-3346309a7886,CONFIRMED,6.167,00
2923,op-47e692846805,CONFIRMED,6.165,00
2924,op-ff7150981288,CONFIRMED,6.164,00
2925,op-1f75880ad124,CONFIRMED,6.158,00
2926,op-87ee12ef8da8,CONFIRMED,6.157,00
2927,op-3b241663ddaa,CONFIRMED,6.138,00
2928,op-55588530cda6,CONFIRMED,6.135,00
2929,op-620576c03676,CONFIRMED,6.156,00
2930,op-b60372953a1d,CONFIRMED,6.158,00
2931,op-dc81c11ad8f7,CONFIRMED,6.157,00
2932,op-5fd722c8f2e8,CONFIRMED,6.154,00
2933,op-380a52b670d6,CONFIRMED,6.153,00
2934,op-df5bcf32cbe9,CONFIRMED,6.151,00
2935,op-04b2c1a5c904,CONFIRMED,6.154,00
2936,op-0391bacdfba0,CONFIRMED,6.142,00
2937,op-7eb341dc2636,CONFIRMED,6.14,00
2938,op-d338216c6a5f,CONFIRMED,6.153,00
2939,op-3b915e4fc9c1,CONFIRMED,6.154,00
2940,op-8ab9a1c3be96,CONFIRMED,6.148,00
2941,op-ecbdc41fea51,CONFIRMED,6.141,00
2942,op-ccbd0453a8eb,CONFIRMED,6.121,00
2943,op-f00012491f81,CONFIRMED,6.118,00
2944,op-a41a5924bfa9,CONFIRMED,6.104,00
2945,op-6e3aa9bf76dd,CONFIRMED,6.112,00
2946,op-a63a02d3566c,CONFIRMED,6.099,00
2947,op-c0d0d3adf56f,CONFIRMED,6.116,00
2948,op-e45b9b51fef5,CONFIRMED,6.122,00
2949,op-6a00993d3ff4,CONFIRMED,6.131,00
2950,op-a27982596ffb,CONFIRMED,6.11,00
2951,op-e722331b2fb6,CONFIRMED,6.108,00
2952,op-32ed9b3a6e0e,CONFIRMED,6.091,00
2953,op-ffb12da78dd7,CONFIRMED,6.08,00
2954,op-6261fba05480,CONFIRMED,6.079,00
2955,op-4422f514dd08,CONFIRMED,6.091,00
2956,op-477a448766a6,CONFIRMED,6.095,00
2957,op-45ca3c7e176c,CONFIRMED,6.073,00
2958,op-7d59d2627387,CONFIRMED,6.082,00
2959,op-d233a5135bc7,CONFIRMED,6.081,00
2960,op-5b265a96da88,CONFIRMED,6.077,00
2961,op-08523fbdc31f,CONFIRMED,6.06,00
2962,op-05cc6458607f,CONFIRMED,6.059,00
2963,op-caa535ef4338,CONFIRMED,6.04,00
2964,op-217fb135523c,CONFIRMED,6.038,00
2965,op-cd383ac4cacb,CONFIRMED,6.018,00
2966,op-71ea5ff8bc13,CONFIRMED,6.037,00
2967,op-155be78c2dbb,CONFIRMED,6.027,00
2968,op-d778fee39486,CONFIRMED,6.026,00
2969,op-f0aa845a4680,CONFIRMED,6.023,00
2970,op-5dc71ab82e44,CONFIRMED,6.038,00
2971,op-9f17d24e36a1,CONFIRMED,6.048,00
2972,op-828a6324310e,CONFIRMED,6.041,00
2973,op-23fc2e3fbd40,CONFIRMED,6.027,00
2974,op-1850b55ce7f1,CONFIRMED,6.037,00
2975,op-c4b1da4d102d,CONFIRMED,6.018,00
2976,op-29ede07785e3,CONFIRMED,5.994,00
2977,op-0845131c3803,CONFIRMED,5.986,00
2978,op-c9feb0d0d578,CONFIRMED,5.98,00
2979,op-1409e6013283,CONFIRMED,5.979,00
2980,op-40814ee5c3ce,CONFIRMED,5.997,00
2981,op-82cea11e2d9b,CONFIRMED,6.007,00
2982,op-b18e544280fd,CONFIRMED,6.006,00
2983,op-835aa2ec7663,CONFIRMED,6.012,00
2984,op-9b2abf70b540,CONFIRMED,6.003,00
2985,op-29de3eac37ce,CONFIRMED,5.994,00
2986,op-77ce185867d6,CONFIRMED,5.993,00
2987,op-acad9a4cc99e,CONFIRMED,6.016,00
2988,op-a5d708c295f6,CONFIRMED,6.023,00
2989,op-cd651701c92e,CONFIRMED,6.024,00
2990,op-67e7e6972c61,CONFIRMED,6.029,00
2991,op-98a33c171dd6,CONFIRMED,6.058,00
2992,op-cabb69fbdef6,CONFIRMED,6.057,00
2993,op-465148bf3de0,CONFIRMED,6.056,00
2994,op-21a0a66d1f7b,CONFIRMED,6.037,00
2995,op-0b5ab67feacf,CONFIRMED,6.026,00
2996,op-62cf8e137760,CONFIRMED,6.016,00
2997,op-8be976a90e34,CONFIRMED,6.038,00
2998,op-a9e1c991590f,CONFIRMED,6.031,00
2999,op-4f43d374038d,CONFIRMED,6.052,00
3000,op-c87cc5e17c88,CONFIRMED,6.3,00
3001,op-57630fa09ed8,CONFIRMED,6.301,00
3002,op-4f6ab5c77e7c,CONFIRMED,6.301,00
3003,op-3dc257afb118,CONFIRMED,6.3,00
3004,op-b92ac272f70e,CONFIRMED,6.294,00
3005,op-de49dd633a7b,CONFIRMED,6.295,00
3006,op-3f68cc4bd259,CONFIRMED,6.307,00
3007,op-2a5c5e7e6a33,CONFIRMED,6.29,00
3008,op-f04e385ac3eb,CONFIRMED,6.289,00
3009,op-2c0e50d93455,CONFIRMED,6.271,00
3010,op-e35e04e9d9c3,CONFIRMED,6.271,00
3011,op-e3bbc6deb26c,CONFIRMED,6.252,00
3012,op-83a79de90760,CONFIRMED,6.25,00
3013,op-e547f289f292,CONFIRMED,6.254,00
3014,op-d1abac38fff0,CONFIRMED,6.243,00
3015,op-1282cdfd9f37,CONFIRMED,6.24,00
3016,op-6a2f262038b0,CONFIRMED,6.238,00
3017,op-3e7d0154a87b,CONFIRMED,6.239,00
3018,op-505e673f6014,CONFIRMED,6.22,00
3019,op-b40d59189937,CONFIRMED,6.22,00
3020,op-80d0eec2eba6,CONFIRMED,6.202,00
3021,op-473c6bbe4e5c,CONFIRMED,6.199,00
3022,op-ba78ab704c9a,CONFIRMED,6.198,00
3023,op-ee9282e17365,CONFIRMED,6.187,00
3024,op-2ab5bc184516,CONFIRMED,6.187,00
3025,op-5d3bea5bc213,CONFIRMED,6.18,00
3026,op-d70dbb532bc2,CONFIRMED,6.175,00
3027,op-3c0c0a8825ab,CONFIRMED,6.167,00
3028,op-bb7119c1a086,CONFIRMED,6.173,00
3029,op-90c99640e971,CONFIRMED,6.173,00
3030,op-6712da55c84e,CONFIRMED,6.173,00
3031,op-30bbb43ceef9,CONFIRMED,6.167,00
3032,op-088de6a09fac,CONFIRMED,6.165,00
3033,op-62ec08b92e89,CONFIRMED,6.163,00
3034,op-973347f65766,CONFIRMED,6.186,00
3035,op-8df8c1cfe68c,CONFIRMED,6.187,00
3036,op-6c3075ae79fc,CONFIRMED,6.202,00
3037,op-ff273883b72d,CONFIRMED,6.21,00
3038,op-e84efb4187be,CONFIRMED,6.207,00
3039,op-1f3ea2b700a0,CONFIRMED,6.225,00
3040,op-52b1280421e2,CONFIRMED,6.223,00
3041,op-0e8460cf73d2,CONFIRMED,6.222,00
3042,op-4da3608ef8b5,CONFIRMED,6.23,00
3043,op-f3c481c87cbe,CONFIRMED,6.21,00
3044,op-c0aa70f4bf03,CONFIRMED,6.209,00
3045,op-a62c77d79f84,CONFIRMED,6.208,00
3046,op-663eec2c9926,CONFIRMED,6.208,00
3047,op-6d2fdf76fd71,CONFIRMED,6.207,00
3048,op-8abd9116706f,CONFIRMED,6.219,00
3049,op-ea68395629d7,CONFIRMED,6.224,00
3050,op-7388ca90e554,CONFIRMED,6.234,00
3051,op-1a04f5db02b2,CONFIRMED,6.229,00
3052,op-e0ca6d2219be,CONFIRMED,6.228,00
3053,op-34c69a83110e,CONFIRMED,6.227,00
3054,op-1bd1a43bd264,CONFIRMED,6.212,00
3055,op-a255bbc0a723,CONFIRMED,6.232,00
3056,op-30887bd449c9,CONFIRMED,6.232,00
3057,op-1592195fa317,CONFIRMED,6.226,00
3058,op-6356e09879fc,CONFIRMED,6.241,00
3059,op-cd5f9fe173dd,CONFIRMED,6.25,00
3060,op-dd2e40012209,CONFIRMED,6.248,00
3061,op-22fb3a985717,CONFIRMED,6.258,00
3062,op-eff4ee05d1f9,CONFIRMED,6.27,00
3063,op-813ca9afffdf,CONFIRMED,6.263,00
3064,op-575b724af884,CONFIRMED,6.264,00
3065,op-f6711b072e77,CONFIRMED,6.264,00
3066,op-2555dd909bc4,CONFIRMED,6.269,00
3067,op-b26c29c1ba16,CONFIRMED,6.268,00
3068,op-31f59be11835,CONFIRMED,6.268,00
3069,op-558e63155911,CONFIRMED,6.271,00
3070,op-00923ac4766a,CONFIRMED,6.277,00
3071,op-1f9457ceb81e,CONFIRMED,6.282,00
3072,op-c1e11d5a2a58,CONFIRMED,6.269,00
3073,op-0a1e9ee09fea,CONFIRMED,6.267,00
3074,op-242fec2782fc,CONFIRMED,6.314,00
3075,op-d9ff33f4a3db,CONFIRMED,6.301,00
3076,op-73089f05af26,CONFIRMED,6.294,00
3077,op-5a78aa7abfa3,CONFIRMED,6.271,00
3078,op-ffc14ee4f5d3,CONFIRMED,6.274,00
3079,op-97038082ed7d,CONFIRMED,6.276,00
3080,op-07e07e9ca018,CONFIRMED,6.285,00
3081,op-a3f106cee612,CONFIRMED,6.284,00
3082,op-cc671ca323b5,CONFIRMED,6.265,00
3083,op-a28e7af1c3e4,CONFIRMED,6.276,00
3084,op-4310b0f74451,CONFIRMED,6.257,00
3085,op-90b0a69dff4f,CONFIRMED,6.245,00
3086,op-f719604804c5,CONFIRMED,6.246,00
3087,op-cd8b9a1c4a8d,CONFIRMED,6.254,00
3088,op-925a2c94e5d7,CONFIRMED,6.244,00
3089,op-13c44add7036,CONFIRMED,6.243,00
3090,op-f9c0a5289bca,CONFIRMED,6.241,00
3091,op-b6383fde8548,CONFIRMED,6.261,00
3092,op-b8db35417023,CONFIRMED,6.269,00
3093,op-b0b24bbbbebf,CONFIRMED,6.266,00
3094,op-60249b9bd3df,CONFIRMED,6.263,00
3095,op-c875a680cb66,CONFIRMED,6.278,00
3096,op-ce2e513b7094,CONFIRMED,6.284,00
3097,op-f96e55a2ce25,CONFIRMED,6.283,00
3098,op-4d91ab62d7f4,CONFIRMED,6.279,00
3099,op-627d226f91ab,CONFIRMED,6.278,00
3100,op-d588a183ebba,CONFIRMED,6.27,00
3101,op-7b9dfca8a2b1,CONFIRMED,6.265,00
3102,op-3a8a433277a5,CONFIRMED,6.264,00
3103,op-6576e593d658,CONFIRMED,6.256,00
3104,op-4158eaa39ffa,CONFIRMED,6.255,00
3105,op-b7e3fe3c9e03,CONFIRMED,6.25,00
3106,op-5d2a601927dc,CONFIRMED,6.249,00
3107,op-09083a4321e1,CONFIRMED,6.256,00
3108,op-000fb27d7861,CONFIRMED,6.274,00
3109,op-31c1df752308,CONFIRMED,6.281,00
3110,op-91bfc2563df6,CONFIRMED,6.289,00
3111,op-d88278d691b7,CONFIRMED,6.296,00
3112,op-b688d3652b1c,CONFIRMED,6.305,00
3113,op-33791b6669bb,CONFIRMED,6.302,00
3114,op-8047e1242104,CONFIRMED,6.301,00
3115,op-755d077245aa,CONFIRMED,6.312,00
3116,op-2bd8e003bf93,CONFIRMED,6.311,00
3117,op-a123a53396e7,CONFIRMED,6.309,00
3118,op-e2b86ac9ad17,CONFIRMED,6.321,00
3119,op-a2dbd7f967d4,CONFIRMED,6.319,00
3120,op-2e70bb02cfc6,CONFIRMED,6.315,00
3121,op-45b03bc8737b,CONFIRMED,6.311,00
3122,op-5469592cde15,CONFIRMED,6.307,00
3123,op-b74e7ebbaedb,CONFIRMED,6.282,00
3124,op-e02e7fac2b06,CONFIRMED,6.295,00
3125,op-b1cc808ea7dd,CONFIRMED,6.3,00
3126,op-f7fed97c3bec,CONFIRMED,6.302,00
3127,op-47217b366329,CONFIRMED,6.287,00
3128,op-b2a5fa045aa2,CONFIRMED,6.297,00
3129,op-4d9a1e478f1c,CONFIRMED,6.297,00
3130,op-85c8d841483f,CONFIRMED,6.296,00
3131,op-bd469e5874f2,CONFIRMED,6.271,00
3132,op-9a037f42a131,CONFIRMED,6.271,00
3133,op-02a62b3efbf8,CONFIRMED,6.287,00
3134,op-e4c737630356,CONFIRMED,6.286,00
3135,op-f639532953f5,CONFIRMED,6.267,00
3136,op-4cf6465eb7b9,CONFIRMED,6.264,00
3137,op-f4cad251dede,CONFIRMED,6.261,00
3138,op-17c6e35e79e7,CONFIRMED,6.258,00
3139,op-223a2c20fd1e,CONFIRMED,6.248,00
3140,op-d86e0e6f1f8f,CONFIRMED,6.247,00
3141,op-7de4a5c69636,CONFIRMED,6.224,00
3142,op-8afdefdbeb56,CONFIRMED,6.216,00
3143,op-c81ce3b51d09,CONFIRMED,6.215,00
3144,op-8968488ff7b3,CONFIRMED,6.198,00
3145,op-dd479059120a,CONFIRMED,6.197,00
3146,op-aad0f742511f,CONFIRMED,6.198,00
3147,op-4ee49ee261e8,CONFIRMED,6.197,00
3148,op-71fc53f5bc4a,CONFIRMED,6.196,00
3149,op-c4de46e8af4a,CONFIRMED,6.196,00
3150,op-687e4b222ee9,CONFIRMED,6.217,00
3151,op-0d43013fe85e,CONFIRMED,6.217,00
3152,op-c67ffb47415c,CONFIRMED,6.235,00
3153,op-4e1bd1e955b9,CONFIRMED,6.236,00
3154,op-e3aa2c3ce87a,CONFIRMED,6.237,00
3155,op-b9eca9b1d6e5,CONFIRMED,6.238,00
3156,op-68b025c4f498,CONFIRMED,6.241,00
3157,op-332b77187b83,CONFIRMED,6.235,00
3158,op-54fdf0352238,CONFIRMED,6.242,00
3159,op-ba75490e4561,CONFIRMED,6.243,00
3160,op-9d89db08ba9f,CONFIRMED,6.245,00
3161,op-29e2b22ba187,CONFIRMED,6.23,00
3162,op-9a669ae14931,CONFIRMED,6.231,00
3163,op-4baf40faf5d2,CONFIRMED,6.215,00
3164,op-7bd44e1ec85b,CONFIRMED,6.219,00
3165,op-679b4c7b24eb,CONFIRMED,6.218,00
3166,op-c78af46bfd5e,CONFIRMED,6.224,00
3167,op-7848185d5b05,CONFIRMED,6.234,00
3168,op-5e5de8bc0d42,CONFIRMED,6.256,00
3169,op-4f04c3250fb7,CONFIRMED,6.257,00
3170,op-b5f23a2d7b33,CONFIRMED,6.258,00
3171,op-385dd078018a,CONFIRMED,6.257,00
3172,op-128cad8b63eb,CONFIRMED,6.275,00
3173,op-7ec670b353b4,CONFIRMED,6.268,00
3174,op-4e136692bb7d,CONFIRMED,6.262,00
3175,op-f6bbcbb6b77d,CONFIRMED,6.255,00
3176,op-ef8a72c491e6,CONFIRMED,6.245,00
3177,op-642418b2cf60,CONFIRMED,6.238,00
3178,op-5c3cee04886f,CONFIRMED,6.241,00
3179,op-571a6bf11593,CONFIRMED,6.224,00
3180,op-ce171a9038e3,CONFIRMED,6.203,00
3181,op-048988756432,CONFIRMED,6.204,00
3182,op-e25ff38b82db,CONFIRMED,6.207,00
3183,op-0cf75b04f63e,CONFIRMED,6.208,00
3184,op-32d74bc45df8,CONFIRMED,6.19,00
3185,op-b3917396a6f2,CONFIRMED,6.212,00
3186,op-e7d80f526054,CONFIRMED,6.21,00
3187,op-6a2faa9f3f92,CONFIRMED,6.209,00
3188,op-44f0b8be70bd,CONFIRMED,6.208,00
3189,op-c3e0f30041d0,CONFIRMED,6.224,00
3190,op-c1e2554bde65,CONFIRMED,6.223,00
3191,op-3b6440f4cfba,CONFIRMED,6.221,00
3192,op-04eea358bafb,CONFIRMED,6.221,00
3193,op-98159493d13c,CONFIRMED,6.219,00
3194,op-4e467ae1c77a,CONFIRMED,6.22,00
3195,op-2bc2b9ef7cf0,CONFIRMED,6.209,00
3196,op-505b5c4ab78b,CONFIRMED,6.226,00
3197,op-b7acb31769cf,CONFIRMED,6.225,00
3198,op-c28a7eca2561,CONFIRMED,6.221,00
3199,op-df43926ea6ac,CONFIRMED,6.215,00
