batch,op_id,status,ttc_s,difficulty
0,op-2be9c9b33fe5,CONFIRMED,37.451,000000
1,op-2b0381223382,CONFIRMED,37.436,000000
2,op-ed761818f244,CONFIRMED,37.413,000000
3,op-fb7a81f0820c,CONFIRMED,37.426,000000
4,op-7991c2708432,CONFIRMED,37.437,000000
5,op-6f72189d1a01,CONFIRMED,37.413,000000
6,op-557e1b9a9961,CONFIRMED,37.401,000000
7,op-0e26a746888d,CONFIRMED,37.389,000000
8,op-df1865c301e0,CONFIRMED,37.378,000000
9,op-1a30c53ee44d,CONFIRMED,37.392,000000
